"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 26 14:00:56 ICT 2023","Tue Sep 26 14:01:13 ICT 2023","16966","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 84",""
"passed","Tue Sep 26 12:49:15 ICT 2023","Tue Sep 26 12:49:31 ICT 2023","15578","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 51",""
"passed","Tue Sep 26 12:17:29 ICT 2023","Tue Sep 26 12:17:47 ICT 2023","18525","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 72",""
"passed","Tue Sep 26 13:43:30 ICT 2023","Tue Sep 26 13:43:44 ICT 2023","14049","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 17",""
"passed","Tue Sep 05 00:32:19 ICT 2023","Tue Sep 05 00:32:40 ICT 2023","20840","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 2",""
"broken","Fri Aug 25 07:43:59 ICT 2023","Fri Aug 25 07:43:59 ICT 2023","37","","My Bosv2 application","","","","insert data 66",""
"passed","Tue Sep 05 00:18:18 ICT 2023","Tue Sep 05 00:18:34 ICT 2023","16756","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 13",""
"passed","Tue Sep 05 00:18:55 ICT 2023","Tue Sep 05 00:19:14 ICT 2023","18999","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 15",""
"passed","Fri Aug 25 12:12:11 ICT 2023","Fri Aug 25 12:12:29 ICT 2023","18626","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 21",""
"broken","Fri Aug 25 09:23:12 ICT 2023","Fri Aug 25 09:23:12 ICT 2023","34","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 53",""
"passed","Mon Sep 04 23:49:51 ICT 2023","Mon Sep 04 23:50:08 ICT 2023","17328","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 21",""
"passed","Mon Oct 09 13:39:17 ICT 2023","Mon Oct 09 13:39:34 ICT 2023","17670","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 34",""
"passed","Sat Sep 09 06:22:35 ICT 2023","Sat Sep 09 06:22:53 ICT 2023","18556","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 8",""
"broken","Fri Aug 25 09:52:53 ICT 2023","Fri Aug 25 09:52:53 ICT 2023","37","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 105",""
"passed","Mon Aug 28 01:41:06 ICT 2023","Mon Aug 28 01:41:23 ICT 2023","17542","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 10",""
"passed","Mon Aug 28 03:28:52 ICT 2023","Mon Aug 28 03:29:10 ICT 2023","17794","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 26",""
"broken","Fri Aug 25 07:43:59 ICT 2023","Fri Aug 25 07:43:59 ICT 2023","31","","My Bosv2 application","","","","insert data 67",""
"passed","Tue Sep 05 00:32:16 ICT 2023","Tue Sep 05 00:32:19 ICT 2023","3319","","My Bosv2 applicationSukamantriSukamantri","","","","Open the browser",""
"passed","Mon Aug 28 03:14:44 ICT 2023","Mon Aug 28 03:15:01 ICT 2023","16970","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 18",""
"passed","Mon Oct 09 12:33:37 ICT 2023","Mon Oct 09 12:33:52 ICT 2023","14706","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 41",""
"passed","Tue Sep 26 12:02:40 ICT 2023","Tue Sep 26 12:02:58 ICT 2023","17821","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 23",""
"passed","Tue Sep 26 13:18:36 ICT 2023","Tue Sep 26 13:18:53 ICT 2023","17266","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 28",""
"passed","Tue Sep 26 11:59:27 ICT 2023","Tue Sep 26 11:59:44 ICT 2023","16965","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 12",""
"broken","Mon Oct 09 14:49:39 ICT 2023","Mon Oct 09 14:49:39 ICT 2023","12","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 52",""
"passed","Sat Sep 09 06:39:02 ICT 2023","Sat Sep 09 06:39:03 ICT 2023","1287","","My Bosv2 applicationRajadesaTanjungsari","","","","Open the browser",""
"broken","Mon Oct 09 14:49:39 ICT 2023","Mon Oct 09 14:49:39 ICT 2023","9","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 38",""
"passed","Fri Aug 25 12:13:40 ICT 2023","Fri Aug 25 12:13:57 ICT 2023","17280","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 26",""
"passed","Tue Sep 26 13:23:41 ICT 2023","Tue Sep 26 13:23:58 ICT 2023","16828","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 47",""
"passed","Mon Oct 09 14:06:39 ICT 2023","Mon Oct 09 14:06:55 ICT 2023","15429","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 5",""
"broken","Fri Aug 25 09:52:52 ICT 2023","Fri Aug 25 09:52:52 ICT 2023","57","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 84",""
"passed","Mon Oct 09 12:31:29 ICT 2023","Mon Oct 09 12:31:43 ICT 2023","14525","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 33",""
"passed","Tue Sep 26 12:11:16 ICT 2023","Tue Sep 26 12:11:35 ICT 2023","18274","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 52",""
"passed","Mon Oct 09 14:08:00 ICT 2023","Mon Oct 09 14:08:16 ICT 2023","15174","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 10",""
"passed","Fri Aug 25 10:03:04 ICT 2023","Fri Aug 25 10:03:20 ICT 2023","16616","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 71",""
"passed","Tue Sep 26 13:18:21 ICT 2023","Tue Sep 26 13:18:36 ICT 2023","14904","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 27",""
"passed","Mon Oct 09 13:05:47 ICT 2023","Mon Oct 09 13:06:10 ICT 2023","23045","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 55",""
"passed","Mon Aug 28 01:43:57 ICT 2023","Mon Aug 28 01:44:12 ICT 2023","14997","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 21",""
"passed","Tue Sep 26 13:55:55 ICT 2023","Tue Sep 26 13:56:09 ICT 2023","14268","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 64",""
"passed","Mon Oct 09 15:05:07 ICT 2023","Mon Oct 09 15:05:26 ICT 2023","18819","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 46",""
"passed","Tue Sep 26 15:41:53 ICT 2023","Tue Sep 26 15:42:09 ICT 2023","16106","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 88",""
"passed","Mon Oct 09 12:33:52 ICT 2023","Mon Oct 09 12:34:07 ICT 2023","15238","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 42",""
"passed","Mon Aug 28 03:29:10 ICT 2023","Mon Aug 28 03:29:28 ICT 2023","18081","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 27",""
"passed","Tue Sep 26 13:26:38 ICT 2023","Tue Sep 26 13:26:54 ICT 2023","16615","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 58",""
"passed","Tue Sep 26 13:42:39 ICT 2023","Tue Sep 26 13:42:56 ICT 2023","17497","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 14",""
"passed","Mon Aug 28 01:39:10 ICT 2023","Mon Aug 28 01:39:25 ICT 2023","14589","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 3",""
"passed","Mon Oct 09 12:26:42 ICT 2023","Mon Oct 09 12:26:58 ICT 2023","15902","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 15",""
"passed","Mon Aug 28 03:23:34 ICT 2023","Mon Aug 28 03:23:51 ICT 2023","16670","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 8",""
"passed","Tue Sep 26 12:49:48 ICT 2023","Tue Sep 26 12:50:03 ICT 2023","15320","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 53",""
"passed","Tue Sep 05 01:00:27 ICT 2023","Tue Sep 05 01:00:44 ICT 2023","17398","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 24",""
"passed","Fri Aug 25 08:05:22 ICT 2023","Fri Aug 25 08:06:03 ICT 2023","40767","","My Bosv2 application","","","","insert data 33",""
"passed","Fri Aug 25 12:15:26 ICT 2023","Fri Aug 25 12:15:45 ICT 2023","19244","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 32",""
"broken","Fri Aug 25 09:52:52 ICT 2023","Fri Aug 25 09:52:52 ICT 2023","53","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 82",""
"passed","Mon Aug 28 09:39:04 ICT 2023","Mon Aug 28 09:39:23 ICT 2023","18896","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 2",""
"passed","Tue Sep 26 15:25:04 ICT 2023","Tue Sep 26 15:25:19 ICT 2023","15639","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 26",""
"passed","Fri Aug 25 12:16:23 ICT 2023","Fri Aug 25 12:16:41 ICT 2023","18110","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 35",""
"passed","Mon Aug 28 03:26:51 ICT 2023","Mon Aug 28 03:27:09 ICT 2023","18558","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 19",""
"passed","Fri Aug 25 12:24:57 ICT 2023","Fri Aug 25 12:25:14 ICT 2023","16437","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 64",""
"passed","Tue Sep 26 12:46:20 ICT 2023","Tue Sep 26 12:46:37 ICT 2023","17024","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 40",""
"passed","Mon Oct 09 13:37:51 ICT 2023","Mon Oct 09 13:38:08 ICT 2023","17244","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 29",""
"passed","Tue Sep 26 12:46:37 ICT 2023","Tue Sep 26 12:46:52 ICT 2023","15238","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 41",""
"passed","Mon Oct 09 12:23:24 ICT 2023","Mon Oct 09 12:23:40 ICT 2023","15517","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 3",""
"passed","Fri Aug 25 11:03:07 ICT 2023","Fri Aug 25 11:03:25 ICT 2023","18269","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 70",""
"passed","Tue Sep 26 12:56:02 ICT 2023","Tue Sep 26 12:56:20 ICT 2023","17986","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 72",""
"passed","Tue Sep 05 00:28:32 ICT 2023","Tue Sep 05 00:28:50 ICT 2023","17869","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 17",""
"passed","Tue Sep 26 12:43:15 ICT 2023","Tue Sep 26 12:43:28 ICT 2023","13592","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 29",""
"passed","Mon Aug 28 03:15:01 ICT 2023","Mon Aug 28 03:15:17 ICT 2023","15658","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 19",""
"passed","Mon Oct 09 13:44:19 ICT 2023","Mon Oct 09 13:44:39 ICT 2023","20008","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 45",""
"passed","Tue Sep 26 12:19:55 ICT 2023","Tue Sep 26 12:20:13 ICT 2023","18082","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 80",""
"passed","Mon Oct 09 14:12:34 ICT 2023","Mon Oct 09 14:12:50 ICT 2023","16057","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 27",""
"passed","Fri Aug 25 09:33:38 ICT 2023","Fri Aug 25 09:33:55 ICT 2023","16699","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 32",""
"passed","Sat Sep 09 06:40:44 ICT 2023","Sat Sep 09 06:41:19 ICT 2023","34841","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 7",""
"passed","Sat Sep 09 06:16:33 ICT 2023","Sat Sep 09 06:16:50 ICT 2023","17673","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 9",""
"passed","Mon Oct 09 14:06:22 ICT 2023","Mon Oct 09 14:06:39 ICT 2023","17279","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 4",""
"passed","Tue Sep 26 15:29:39 ICT 2023","Tue Sep 26 15:29:56 ICT 2023","16917","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 43",""
"broken","Fri Aug 25 10:03:36 ICT 2023","Fri Aug 25 10:03:44 ICT 2023","7946","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 73",""
"passed","Mon Oct 09 14:06:08 ICT 2023","Mon Oct 09 14:06:22 ICT 2023","14297","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 3",""
"broken","Fri Aug 25 09:52:53 ICT 2023","Fri Aug 25 09:52:53 ICT 2023","41","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 102",""
"passed","Tue Sep 26 11:57:13 ICT 2023","Tue Sep 26 11:57:31 ICT 2023","18394","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 5",""
"passed","Mon Aug 28 09:39:02 ICT 2023","Mon Aug 28 09:39:04 ICT 2023","1422","","My Bosv2 applicationRajadesaTanjungsari","","","","Open the browser",""
"passed","Tue Sep 26 15:19:22 ICT 2023","Tue Sep 26 15:19:38 ICT 2023","15884","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 4",""
"broken","Fri Aug 25 07:44:00 ICT 2023","Fri Aug 25 07:44:00 ICT 2023","29","","My Bosv2 application","","","","insert data 74",""
"passed","Mon Oct 09 12:56:03 ICT 2023","Mon Oct 09 12:56:21 ICT 2023","17465","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 24",""
"passed","Tue Sep 26 15:23:31 ICT 2023","Tue Sep 26 15:23:48 ICT 2023","16751","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 20",""
"passed","Mon Aug 28 01:39:58 ICT 2023","Mon Aug 28 01:40:15 ICT 2023","17463","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 6",""
"broken","Tue Sep 26 11:54:00 ICT 2023","Tue Sep 26 11:54:00 ICT 2023","122","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 12",""
"passed","Tue Sep 26 13:34:45 ICT 2023","Tue Sep 26 13:35:02 ICT 2023","17375","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 85",""
"broken","Fri Aug 25 09:23:11 ICT 2023","Fri Aug 25 09:23:11 ICT 2023","31","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 38",""
"passed","Sat Sep 09 06:41:19 ICT 2023","Sat Sep 09 06:41:39 ICT 2023","19669","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 8",""
"passed","Mon Aug 28 02:58:09 ICT 2023","Mon Aug 28 02:58:25 ICT 2023","15952","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 20",""
"passed","Mon Aug 28 03:28:02 ICT 2023","Mon Aug 28 03:28:19 ICT 2023","17685","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 23",""
"passed","Mon Aug 28 03:25:05 ICT 2023","Mon Aug 28 03:25:23 ICT 2023","17582","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 13",""
"passed","Mon Oct 09 14:41:29 ICT 2023","Mon Oct 09 14:41:32 ICT 2023","2898","","My Bosv2 applicationRajadesaTanjungsari","","","","Open the browser",""
"passed","Tue Sep 26 15:26:59 ICT 2023","Tue Sep 26 15:27:16 ICT 2023","16778","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 33",""
"passed","Tue Sep 26 15:37:25 ICT 2023","Tue Sep 26 15:37:40 ICT 2023","14921","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 71",""
"passed","Fri Aug 25 08:00:14 ICT 2023","Fri Aug 25 08:00:31 ICT 2023","17136","","My Bosv2 application","","","","insert data 17",""
"passed","Sat Sep 09 06:14:45 ICT 2023","Sat Sep 09 06:15:02 ICT 2023","17592","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 3",""
"passed","Tue Sep 26 13:27:17 ICT 2023","Tue Sep 26 13:27:35 ICT 2023","17817","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 60",""
"passed","Mon Oct 09 14:19:43 ICT 2023","Mon Oct 09 14:19:58 ICT 2023","15422","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 52",""
"passed","Mon Aug 28 03:13:26 ICT 2023","Mon Aug 28 03:13:41 ICT 2023","15399","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 13",""
"passed","Mon Oct 09 14:09:37 ICT 2023","Mon Oct 09 14:09:54 ICT 2023","17390","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 16",""
"passed","Fri Aug 25 08:09:25 ICT 2023","Fri Aug 25 08:09:44 ICT 2023","18840","","My Bosv2 application","","","","insert data 44",""
"passed","Mon Aug 28 09:43:46 ICT 2023","Mon Aug 28 09:44:08 ICT 2023","21693","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 16",""
"passed","Mon Oct 09 12:57:50 ICT 2023","Mon Oct 09 12:58:09 ICT 2023","18877","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 30",""
"broken","Fri Aug 25 09:23:11 ICT 2023","Fri Aug 25 09:23:11 ICT 2023","36","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 33",""
"passed","Mon Oct 09 13:38:23 ICT 2023","Mon Oct 09 13:38:39 ICT 2023","15301","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 31",""
"passed","Tue Sep 26 15:21:45 ICT 2023","Tue Sep 26 15:22:00 ICT 2023","14770","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 13",""
"passed","Sat Sep 09 06:33:23 ICT 2023","Sat Sep 09 06:33:24 ICT 2023","1472","","My Bosv2 applicationRajadesaSirnabaya","","","","Open the browser",""
"passed","Mon Oct 09 14:57:37 ICT 2023","Mon Oct 09 14:57:53 ICT 2023","15957","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 22",""
"passed","Fri Aug 25 10:55:10 ICT 2023","Fri Aug 25 10:55:31 ICT 2023","20380","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 43",""
"passed","Mon Oct 09 12:32:13 ICT 2023","Mon Oct 09 12:32:29 ICT 2023","15669","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 36",""
"passed","Mon Oct 09 14:16:20 ICT 2023","Mon Oct 09 14:16:38 ICT 2023","17524","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 40",""
"passed","Tue Sep 26 12:43:44 ICT 2023","Tue Sep 26 12:43:59 ICT 2023","15493","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 31",""
"passed","Mon Oct 09 12:33:04 ICT 2023","Mon Oct 09 12:33:21 ICT 2023","17087","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 39",""
"broken","Fri Aug 25 09:23:13 ICT 2023","Fri Aug 25 09:23:13 ICT 2023","38","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 75",""
"passed","Tue Sep 26 12:52:19 ICT 2023","Tue Sep 26 12:52:34 ICT 2023","15305","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 60",""
"passed","Mon Aug 28 03:14:12 ICT 2023","Mon Aug 28 03:14:27 ICT 2023","15597","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 16",""
"passed","Sat Sep 09 06:41:58 ICT 2023","Sat Sep 09 06:42:17 ICT 2023","19136","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 10",""
"passed","Tue Sep 26 12:39:07 ICT 2023","Tue Sep 26 12:39:22 ICT 2023","14946","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 14",""
"passed","Mon Oct 09 12:28:47 ICT 2023","Mon Oct 09 12:29:04 ICT 2023","16721","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 23",""
"passed","Mon Oct 09 15:06:23 ICT 2023","Mon Oct 09 15:06:43 ICT 2023","20165","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 50",""
"passed","Tue Sep 26 15:26:43 ICT 2023","Tue Sep 26 15:26:59 ICT 2023","16673","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 32",""
"passed","Fri Aug 25 10:57:34 ICT 2023","Fri Aug 25 10:57:52 ICT 2023","18609","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 51",""
"passed","Tue Sep 26 12:41:05 ICT 2023","Tue Sep 26 12:41:22 ICT 2023","17011","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 21",""
"passed","Mon Oct 09 15:02:45 ICT 2023","Mon Oct 09 15:03:02 ICT 2023","17064","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 38",""
"passed","Tue Sep 26 12:20:13 ICT 2023","Tue Sep 26 12:20:32 ICT 2023","18809","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 81",""
"passed","Mon Oct 09 15:03:02 ICT 2023","Mon Oct 09 15:03:20 ICT 2023","18422","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 39",""
"passed","Mon Oct 09 13:35:28 ICT 2023","Mon Oct 09 13:35:43 ICT 2023","15297","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 21",""
"passed","Mon Oct 09 15:07:20 ICT 2023","Mon Oct 09 15:07:38 ICT 2023","18552","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 53",""
"passed","Mon Oct 09 12:58:31 ICT 2023","Mon Oct 09 12:58:50 ICT 2023","19141","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 32",""
"passed","Mon Oct 09 12:34:54 ICT 2023","Mon Oct 09 12:35:08 ICT 2023","14548","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 46",""
"passed","Tue Sep 26 13:58:30 ICT 2023","Tue Sep 26 13:58:43 ICT 2023","13129","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 74",""
"passed","Tue Sep 26 13:44:34 ICT 2023","Tue Sep 26 13:44:53 ICT 2023","18274","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 21",""
"passed","Tue Sep 26 13:45:55 ICT 2023","Tue Sep 26 13:46:10 ICT 2023","15659","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 26",""
"passed","Fri Aug 25 12:14:34 ICT 2023","Fri Aug 25 12:14:50 ICT 2023","16026","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 29",""
"passed","Tue Sep 26 13:21:43 ICT 2023","Tue Sep 26 13:21:58 ICT 2023","14910","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 39",""
"passed","Tue Sep 26 13:35:51 ICT 2023","Tue Sep 26 13:36:06 ICT 2023","14414","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 89",""
"passed","Tue Sep 26 11:58:31 ICT 2023","Tue Sep 26 11:58:50 ICT 2023","18536","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 9",""
"passed","Mon Oct 09 12:25:07 ICT 2023","Mon Oct 09 12:25:22 ICT 2023","14644","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 9",""
"passed","Fri Aug 25 07:55:38 ICT 2023","Fri Aug 25 07:55:55 ICT 2023","17564","","My Bosv2 application","","","","insert data 4",""
"passed","Mon Aug 28 02:53:29 ICT 2023","Mon Aug 28 02:53:47 ICT 2023","17727","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 3",""
"passed","Fri Aug 25 12:20:12 ICT 2023","Fri Aug 25 12:20:28 ICT 2023","16228","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 48",""
"passed","Mon Oct 09 14:14:37 ICT 2023","Mon Oct 09 14:14:54 ICT 2023","16325","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 34",""
"passed","Tue Sep 26 11:56:55 ICT 2023","Tue Sep 26 11:57:13 ICT 2023","18069","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 4",""
"passed","Tue Sep 26 13:12:50 ICT 2023","Tue Sep 26 13:13:04 ICT 2023","14732","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 6",""
"passed","Mon Oct 09 15:04:49 ICT 2023","Mon Oct 09 15:05:07 ICT 2023","17826","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 45",""
"passed","Tue Sep 26 13:53:34 ICT 2023","Tue Sep 26 13:53:50 ICT 2023","16640","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 55",""
"passed","Mon Oct 09 13:47:13 ICT 2023","Mon Oct 09 13:47:30 ICT 2023","17482","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 54",""
"passed","Tue Sep 05 00:06:15 ICT 2023","Tue Sep 05 00:06:32 ICT 2023","17089","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 7",""
"passed","Mon Oct 09 12:52:26 ICT 2023","Mon Oct 09 12:52:45 ICT 2023","18921","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 12",""
"passed","Mon Oct 09 12:32:46 ICT 2023","Mon Oct 09 12:33:04 ICT 2023","17863","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 38",""
"passed","Tue Sep 26 12:16:54 ICT 2023","Tue Sep 26 12:17:11 ICT 2023","17162","","My Bosv2 applicationPanjaluSandingtaman","","","","insert data 70",""
"passed","Tue Sep 26 14:02:01 ICT 2023","Tue Sep 26 14:02:16 ICT 2023","14521","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 88",""
"broken","Fri Aug 25 07:44:00 ICT 2023","Fri Aug 25 07:44:00 ICT 2023","33","","My Bosv2 application","","","","insert data 80",""
"passed","Sat Sep 09 06:20:42 ICT 2023","Sat Sep 09 06:21:01 ICT 2023","18944","","My Bosv2 applicationSukamantriSukamantri","","","","insert data 2",""
"broken","Mon Oct 09 14:49:39 ICT 2023","Mon Oct 09 14:49:39 ICT 2023","9","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 53",""
"passed","Tue Sep 26 13:17:33 ICT 2023","Tue Sep 26 13:17:50 ICT 2023","16860","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 24",""
"broken","Fri Aug 25 09:52:52 ICT 2023","Fri Aug 25 09:52:52 ICT 2023","48","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 89",""
"passed","Tue Sep 05 00:27:23 ICT 2023","Tue Sep 05 00:27:41 ICT 2023","18388","","My Bosv2 applicationRajadesaSukaharja","","","","insert data 13",""
"passed","Tue Sep 05 00:54:29 ICT 2023","Tue Sep 05 00:54:45 ICT 2023","16657","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 5",""
"broken","Fri Aug 25 09:23:12 ICT 2023","Fri Aug 25 09:23:13 ICT 2023","34","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 74",""
"passed","Tue Sep 26 13:45:40 ICT 2023","Tue Sep 26 13:45:55 ICT 2023","14963","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 25",""
"passed","Tue Sep 05 00:10:21 ICT 2023","Tue Sep 05 00:10:35 ICT 2023","14680","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 18",""
"passed","Mon Oct 09 13:32:45 ICT 2023","Mon Oct 09 13:33:02 ICT 2023","16210","","My Bosv2 applicationSukamantriMekarwangi","","","","insert data 12",""
"passed","Tue Sep 26 13:59:26 ICT 2023","Tue Sep 26 13:59:41 ICT 2023","14516","","My Bosv2 applicationRajadesaSirnabaya","","","","insert data 78",""
"passed","Tue Sep 26 15:28:35 ICT 2023","Tue Sep 26 15:28:51 ICT 2023","15877","","My Bosv2 applicationRajadesaTanjungsari","","","","insert data 39",""
